Temperature,Humidity%,Rainfall
12,89.5,Moderate
26,84.9,Low
23,85.4,Moderate
23,81.8,Low
33,73.3,No Rain
23,72.1,Moderate
28,76.1,Low
21,73,No Rain
34,70.8,Low
32,73,No Rain
17,67.8,No Rain
34,76.5,No Rain
20,75,No Rain
14,66.7,No Rain
12,64.6,No Rain
15,51,No Rain
21,50.8,Moderate
20,47.8,Moderate
21,44.3,No Rain
31,61.7,No Rain
31,69.6,No Rain
21,66.9,No Rain
13,53.8,Low
16,59.3,Low
17,61.1,Moderate
26,75,Moderate
27,93.2,High
27,85.9,Low
23,93.4,No Rain
26,97.6,Moderate
25,94,Moderate
13,82.6,High
23,87.7,No Rain
31,96.5,Low
32,90.4,Low
18,79.1,Moderate
32,80.7,Moderate
28,92.4,Low
23,94,No Rain
26,92.4,No Rain
27,82.8,No Rain
13,73.9,Low
21,72,Low
18,73,No Rain
30,89.9,No Rain
29,83.1,No Rain
13,74.3,No Rain
15,72.4,No Rain
13,69.9,Low
15,80,No Rain
19,70.2,Low
27,75.4,Low
13,75.2,Low
25,78.4,No Rain
34,88.7,Low
33,77.2,No Rain
21,81.8,No Rain
24,77.9,No Rain
20,74.6,Low
17,67.8,No Rain
17,72.1,No Rain
29,72,Low
16,81.4,Low
19,82.8,Low
33,87.7,Low
28,89.3,Low
27,89,No Rain
26,80.5,No Rain
25,88.1,Low
17,89.1,Low
21,84.3,Low
26,81.5,Low
25,67.3,Low
31,82,Low
31,75.8,Low
24,69.5,Low
27,68,Moderate
24,65.8,Low
26,74.9,Low
25,67.1,Low
29,68.1,No Rain
32,66,Low
27,72.5,Low
12,71.3,No Rain
29,62.9,No Rain
24,57.3,No Rain
21,53.6,Low
14,46.2,Moderate
15,42.4,Moderate
30,45.5,No Rain
23,60.7,No Rain
25,69,No Rain
20,64.1,No Rain
21,63.3,Low
13,62.6,Low
15,59.4,Low
25,60.2,Moderate
27,80.5,High
29,77.5,Low
30,84.4,Low
27,91.3,Moderate
27,82.1,Moderate
28,77.2,Moderate
28,87.2,Low
27,91.2,Low
29,87.1,Moderate
29,75.8,Moderate
26,74.7,Low
26,85.6,Low
28,89.8,Low
26,88.4,Low
31,74,Low
32,72.8,Low
32,69.7,Moderate
31,69.8,Low
24,89.1,No Rain
32,84.4,No Rain
34,70,Low
15,66.6,Low
13,65.6,Low
24,77.4,Low
30,68.6,Moderate
34,72.8,Moderate
32,69.6,Low
27,83.3,Low
29,90.2,Low
23,76.8,No Rain
31,78.3,No Rain
33,77.3,Low
16,73,Low
15,64.7,No Rain
30,67.2,Low
31,70.2,Low
13,74,Low
24,82.5,No Rain
24,83.5,Low
29,84.4,Low
19,83.5,Low
31,77.9,Moderate
23,88.2,Low
31,84.3,Moderate
30,79,Moderate
25,70.1,Low
32,67.9,Moderate
34,79.7,Moderate
29,73.8,Moderate
30,59.7,Low
31,70.2,Moderate
28,69.3,Low
32,69,Low
28,69.2,Low
26,68.5,Low
34,67.1,No Rain
25,69.3,Low
23,66.8,No Rain
12,59.8,No Rain
31,54.5,Low
12,48.7,Moderate
20,45.1,No Rain
32,41.7,Low
34,44.6,No Rain
14,56.7,No Rain
32,59.8,No Rain
15,56.4,No Rain
20,54.9,Low
15,52.2,Low
21,53.7,Moderate
23,55.3,Moderate
34,74.7,High
26,72.1,Low
33,79,Low
25,85.4,Moderate
26,78.6,Moderate
27,74.8,Moderate
25,80.8,No Rain
33,86.9,Low
24,84.8,Moderate
14,77.4,Moderate
30,75.3,Low
33,81.5,Low
26,86.3,Low
30,81,No Rain
33,74.8,Low
24,70.3,Moderate
21,68.3,Low
27,70.8,Low
29,90.3,Low
27,82.1,No Rain
32,69.9,Low
33,68.4,No Rain
14,63.7,Low
26,76.9,Low
12,70.6,Moderate
34,73.7,Low
28,73.7,Low
28,77.5,Low
25,90.4,Low
29,78.3,No Rain
29,80.5,Low
28,77.9,No Rain
16,74.9,Low
31,69.6,No Rain
18,67.7,Low
31,74.4,Low
13,71.9,Moderate
24,75.3,Low
23,81.6,Low
29,83,Low
32,83.7,Low
27,76.4,Low
31,82.8,Low
25,82,Moderate
28,77.6,Moderate
34,78.8,Low
33,72.6,Low
33,82.4,Moderate
33,76.4,Low
28,63.4,Low
23,69.4,Moderate
32,70.7,Moderate
30,68.9,Low
24,65.9,Low
29,66,Moderate
27,65.5,No Rain
28,69.8,Low
32,66,Low
16,59.4,No Rain
33,52,No Rain
31,49.8,Moderate
20,45.2,No Rain
21,44.9,Low
29,42.9,No Rain
21,59.6,No Rain
33,65,No Rain
16,65.3,No Rain
20,60.8,Low
15,59.4,Low
12,59.3,Moderate
31,56.8,Moderate
29,79.9,High
24,75.3,Low
30,83.1,Low
28,88.3,Moderate
28,80.6,Moderate
28,75.4,Moderate
23,78.4,No Rain
28,86.3,Low
26,83.4,Moderate
19,73,Low
27,71,Low
31,80.2,Low
25,87.5,No Rain
32,83.1,No Rain
25,76.4,Low
17,78.3,Moderate
12,62.4,Low
29,69.7,No Rain
31,86.8,No Rain
31,79.7,No Rain
19,68,No Rain
13,65.8,No Rain
16,61.2,Low
18,76,No Rain
14,78,Moderate
33,81.8,Low
14,78,Low
31,76.3,Low
28,85.6,Low
32,68.2,No Rain
27,78.6,No Rain
33,73.8,No Rain
12,71.7,Low
12,64.8,No Rain
14,68.6,Low
34,67.4,Low
17,72.1,Moderate
25,71.4,No Rain
33,81.2,Low
29,80.6,Moderate
14,82.2,Low
25,74.6,Low
33,82.3,Low
25,84.6,Moderate
32,77.8,Moderate
34,90.3,Low
26,84.9,Low
27,87.8,Moderate
34,78.2,Low
33,71,Low
26,72.1,Low
32,73.5,Moderate
29,70.9,Low
33,76.1,Low
26,73,No Rain
29,65.9,Low
26,73.3,Low
20,71,Low
27,63.9,No Rain
23,65.6,No Rain
23,51.7,Moderate
16,52.6,Moderate
14,48.8,Moderate
32,44.3,Low
27,64.9,No Rain
31,72,No Rain
29,67.3,No Rain
16,63.6,Low
21,63.6,Low
20,63.6,Moderate
31,63.5,Moderate
24,86.9,High
34,83.7,Low
26,90.7,Low
30,92.1,Moderate
32,84,Moderate
34,76.9,High
26,79.9,No Rain
29,90.5,No Rain
25,90.1,Moderate
12,72.9,Moderate
12,74,Low
32,90.8,Low
31,92.2,Low
25,83.7,No Rain
24,76.9,Low
25,70.9,Moderate
13,66.3,Low
25,71,No Rain
34,90.8,No Rain
23,84.3,No Rain
16,70.9,No Rain
12,63.8,Low
13,66.9,Low
16,77.5,Low
25,70.9,Moderate
33,73.4,Low
34,71.7,Low
23,77.5,Low
33,92,No Rain
27,73.7,No Rain
28,80.1,No Rain
14,78.6,Low
18,70.9,No Rain
20,63.5,No Rain
30,71.1,No Rain
16,67.2,Low
17,73.1,Low
17,77.1,No Rain
29,83.7,Low
26,84.2,Low
15,90.8,No Rain
32,79.3,Low
27,84.1,Low
15,83.9,Moderate
31,77.3,Low
34,82.8,Low
26,75.7,Low
25,83.2,Moderate
25,78.4,Low
25,78.7,Low
33,74.8,Low
30,77.1,Moderate
24,72.8,Moderate
30,76.6,Low
30,73.2,Low
24,58.8,Low
24,73.5,Low
23,73.6,Low
29,63.1,No Rain
28,55.8,No Rain
28,49.2,Low
20,43.8,No Rain
12,46.8,Low
31,47,Low
15,68.6,No Rain
23,65.6,No Rain
31,59.1,No Rain
21,55.8,Low
21,55.8,Low
18,55.9,Low
33,55.5,Moderate
34,80,High
31,75.4,Low
26,83.1,Low
32,89.9,Moderate
31,80.6,Moderate
28,75.1,High
24,79.2,No Rain
32,86.5,No Rain
28,85,Low
12,81.9,Moderate
16,75.9,Low
30,83.7,Low
30,88.6,No Rain
28,86.8,No Rain
30,78.9,Low
13,72.6,Moderate
16,64.3,Moderate
32,73.4,Low
30,91.9,No Rain
26,94.6,No Rain
25,70.8,No Rain
14,63.7,Low
12,70.9,No Rain
15,79.1,No Rain
33,72.9,Moderate
13,84,Low
13,78.1,Low
23,76.1,Low
33,88.3,No Rain
25,82.8,No Rain
26,80.1,Low
13,75.3,Low
17,77.5,Low
26,63.5,Low
33,68,No Rain
32,70.8,Low
24,74.5,Moderate
21,80.5,Low
34,84.7,Low
26,84.1,Low
26,90.9,No Rain
34,75.9,Low
33,83.9,No Rain
15,84.8,Moderate
23,83.9,Low
21,74.8,Low
31,74.9,Moderate
31,81.3,Moderate
23,73.7,Moderate
29,58.7,Low
27,75.3,Moderate
26,70.5,Moderate
26,65.7,Low
32,71.5,Low
26,68.5,Low
33,63.9,No Rain
26,72.4,Low
26,64.5,No Rain
17,62.3,No Rain
33,56.8,No Rain
20,48.4,Low
21,49.7,No Rain
21,50,Low
32,45.7,No Rain
19,60.9,No Rain
26,61.6,No Rain
19,63.4,No Rain
13,54.8,Low
16,54.3,Low
15,55.5,Moderate
30,56.6,Moderate
27,80.3,High
30,77.3,Low
23,86.7,Moderate
32,90.7,Moderate
24,81.7,Moderate
29,72.9,No Rain
29,79.5,Low
27,87.3,Low
33,83.2,Low
12,73.3,Low
24,75.6,Low
26,81.6,No Rain
29,91,No Rain
23,87.3,Low
34,71.5,Moderate
18,63.9,Moderate
17,59.5,No Rain
27,67.5,Low
28,93.1,No Rain
28,82,Low
17,62.9,No Rain
23,61.9,Low
21,63.4,Low
30,81.5,Moderate
17,65,Low
28,69.5,Low
33,69.9,Low
31,72.8,Low
25,88.6,No Rain
30,75.2,No Rain
27,76.6,Low
32,71.8,Low
17,66.9,No Rain
12,63.9,No Rain
24,56.5,Low
23,66.7,Moderate
14,66.9,Low
16,68.3,Moderate
28,79.9,Low
26,85.5,Low
32,85.7,Low
29,72.7,Low
28,82.3,Moderate
29,81.6,Low
28,76.6,Low
23,77.4,Low
26,74.9,Moderate
34,83.9,Low
27,77.1,Low
28,66.3,Low
31,78,Low
27,74,Moderate
27,68.5,Low
28,73.6,Low
34,68.8,No Rain
25,70.2,Low
24,74.9,No Rain
31,67.4,No Rain
18,64.1,No Rain
32,59.6,No Rain
15,55.9,No Rain
21,55.7,Low
20,52.1,Low
20,50.6,No Rain
20,55.3,No Rain
29,63.3,No Rain
23,63.2,Low
18,55.2,Low
14,54,Low
19,53.8,Moderate
25,55.8,High
25,76.6,Low
29,75.9,Low
31,81.7,Moderate
28,89.2,Moderate
26,74.7,Moderate
33,78.1,No Rain
31,73.9,Low
29,81.4,Low
27,78.5,Moderate
20,69.2,Low
29,69,Low
24,75.4,No Rain
27,81.7,No Rain
23,82.2,Low
32,67.3,Moderate
18,59.6,Low
15,58.7,No Rain
23,64.7,No Rain
24,85.4,No Rain
34,79.7,Moderate
16,58.2,No Rain
21,54.8,No Rain
21,59.4,Moderate
32,65,Moderate
17,61.4,Low
12,63.6,Low
29,63.5,Low
26,69,Low
26,83.2,No Rain
34,64.6,Low
26,67.9,Low
33,66.3,Moderate
18,65,No Rain
28,57,Low
31,53.6,Low
31,63.5,Moderate
18,65.8,Low
32,63.9,Moderate
30,74,Low
25,77.2,Low
26,77.3,Low
27,66.1,No Rain
27,78.4,Moderate
27,75.8,Moderate
28,69.4,Moderate
13,84.9,Moderate
28,83.1,Moderate
24,89.9,Moderate
33,85.1,No Rain
31,81.7,Moderate
28,87.6,Moderate
28,82.7,No Rain
13,79.1,Low
29,85,Low
34,79,Low
18,81,No Rain
23,85,No Rain
26,78.6,No Rain
31,75.9,No Rain
12,75.7,No Rain
19,63.7,No Rain
20,55.8,Low
20,50.4,No Rain
16,50.4,No Rain
21,71.4,No Rain
32,78,No Rain
13,72.9,Low
17,55.1,Low
21,64,Moderate
15,54.2,Moderate
25,55.6,High
26,81.3,Moderate
23,84,Low
25,83.7,Moderate
25,92.5,Moderate
34,84.2,Moderate
32,87.8,No Rain
32,77.1,Low
27,86.7,Moderate
32,84.4,Moderate
21,71.6,Moderate
32,79.9,Low
31,80.2,No Rain
34,82.6,No Rain
30,84.6,Moderate
25,70,Moderate
12,63.6,Low
21,63.6,No Rain
30,70.3,No Rain
31,88.1,No Rain
24,81.9,High
17,61.6,No Rain
17,62.9,Low
19,61.4,Moderate
32,89.5,Moderate
20,63.8,Moderate
30,66,Low
30,63.5,Low
26,70.7,No Rain
32,86.5,No Rain
32,73.9,No Rain
25,85.2,No Rain
19,75.2,Moderate
20,70.5,No Rain
17,69.8,Low
17,56.4,Moderate
33,63.9,Moderate
21,68.1,Low
31,67.9,Low
32,77,Low
29,84.4,Low
26,80,Low
25,75.6,Low
26,82.8,Moderate
28,79.5,Low
29,78.2,Moderate
25,84.9,Moderate
25,83.1,Moderate
29,89.9,Moderate
24,85.1,Low
27,81.7,Moderate
26,87.6,Low
30,82.7,Low
33,79.1,Low
25,85,Low
29,79,Low
33,81,Low
25,85,Low
23,78.6,No Rain
31,75.9,No Rain
27,75.7,Low
27,57.2,No Rain
12,54.1,Low
14,53.1,No Rain
28,61.3,No Rain
12,74.1,No Rain
31,69,No Rain
12,69.9,Moderate
16,55.3,Low
18,59,Moderate
16,57,Moderate
26,68.3,High
26,89.1,Moderate
33,90.4,Low
24,90.8,Moderate
24,92.5,Moderate
30,88,Moderate
32,77,No Rain
23,84.5,Moderate
24,90.9,Moderate
32,90.2,Moderate
19,77.8,Moderate
31,79.7,Low
23,83.5,No Rain
29,88.3,No Rain
23,87.3,Moderate
23,76.3,Moderate
21,68.7,Low
19,64.4,No Rain
30,72,No Rain
33,92.4,No Rain
24,83.3,High
16,66.6,Low
12,63.1,Low
16,64.9,Moderate
24,77,High
24,68.4,Moderate
31,70.6,Low
29,71.4,Moderate
24,74.2,Low
27,94.2,No Rain
34,73.6,No Rain
33,77.7,No Rain
24,75.1,Moderate
13,74.4,No Rain
15,64.2,Low
12,63.6,Moderate
30,72,Moderate
12,72.4,Low
26,73.5,Low
34,83.1,Low
27,86,Low
25,86.3,Low
30,77.7,Low
29,90,Low
34,87,Low
27,79.6,Low
34,73.8,Moderate
30,75.6,Moderate
23,84.2,Moderate
23,76.2,Low
24,61.8,Moderate
28,82.6,Low
24,73.6,Low
34,65.3,Moderate
33,72.7,Low
27,63.7,Moderate
34,70.6,No Rain
31,70.4,No Rain
27,63.7,No Rain
25,62,No Rain
16,54,No Rain
19,50.8,No Rain
17,48.7,Low
14,45.5,No Rain
15,49.9,No Rain
21,58.9,No Rain
24,62.2,No Rain
12,59.7,Moderate
17,53,Moderate
12,52.2,Moderate
17,54.5,Moderate
34,57.1,High
31,88.2,Moderate
25,86.5,Low
26,91.6,High
25,95.1,High
30,86.9,Moderate
26,76.2,Low
25,85.6,Moderate
26,94.5,Moderate
32,91.2,Moderate
27,79.9,Moderate
34,79.8,Moderate
24,89.8,No Rain
27,96.3,No Rain
24,92,Moderate
28,76.9,Moderate
12,65.3,Moderate
13,65.4,No Rain
25,74.4,No Rain
28,94.3,No Rain
24,85.4,Moderate
12,68.7,No Rain
14,63,Low
20,66.1,Moderate
32,77.9,High
18,68.7,Moderate
25,74.9,Low
25,74,Moderate
24,78,Moderate
32,96.6,No Rain
30,78.6,No Rain
26,80.9,No Rain
33,75.6,No Rain
21,70.3,No Rain
12,64.9,Low
17,59.7,Moderate
15,70.1,Moderate
16,74.6,Low
29,73.9,Moderate
23,87.3,Moderate
33,93.9,Low
27,90,Low
30,80.1,No Rain
25,94.9,Low
24,89,Low
34,84.2,No Rain
21,71.1,Moderate
23,78.6,Moderate
25,84,Moderate
13,78.5,Low
33,58.6,Moderate
30,79.2,Moderate
23,69.5,No Rain
32,64.8,Low
27,70.2,Moderate
29,62.1,Low
17,71.5,Low
27,69.7,No Rain
24,72.9,No Rain
24,64.7,No Rain
27,56.3,No Rain
21,51.1,No Rain
13,48.1,Low
19,49.2,No Rain
18,51.2,No Rain
13,55.2,No Rain
28,61.4,No Rain
13,60.3,Low
18,53.3,Low
19,53.1,Low
18,53,Low
31,56.7,High
29,88.2,Moderate
27,85.7,Low
26,91.6,High
25,98,Moderate
26,86.9,Moderate
26,73,Low
28,85.7,Low
32,98.3,Moderate
26,86.6,Moderate
28,76.8,Low
24,81.1,No Rain
27,90.9,Low
25,97.1,Low
33,92.8,Low
25,77.3,Moderate
21,65.9,No Rain
26,64.9,Low
26,78.7,No Rain
25,93.4,Low
29,85.4,No Rain
16,73,Low
26,70.3,Low
21,67.9,Moderate
34,81.1,Moderate
17,69.3,Moderate
30,78.7,Low
26,73.6,Low
25,77.7,No Rain
33,94.4,Low
33,79.3,No Rain
24,81.8,Moderate
23,79.1,Low
16,69.9,Low
24,72.1,Low
19,71.4,Moderate
34,71.7,Low
25,80.4,Moderate
33,74.5,Moderate
31,89.4,Low
24,92.3,Moderate
23,91.5,No Rain
31,77.1,Low
34,91.8,Low
32,87.2,Low
29,86.7,Moderate
15,70.8,Moderate
23,72.5,Moderate
28,81.7,Low
27,72.5,Moderate
24,55.4,Moderate
31,77.1,No Rain
34,65.2,No Rain
25,63.7,Low
29,70.9,No Rain
29,63.5,No Rain
19,70.9,No Rain
17,70.9,No Rain
24,63.3,No Rain
20,63.5,No Rain
16,55.8,No Rain
18,47.5,Low
12,47.5,No Rain
14,47.3,No Rain
17,48.1,No Rain
18,54.7,No Rain
23,58.4,Low
13,60.9,Low
16,53.3,Moderate
15,55.4,Moderate
14,48.9,High
34,55.4,Moderate
28,78.7,Moderate
31,75.5,High
28,83,Moderate
28,90.4,Moderate
24,84.5,Low
24,76.9,Low
30,85.7,Moderate
30,97.9,Moderate
34,83.7,Moderate
30,76.8,Low
28,77.1,No Rain
28,90.9,Low
30,96.4,Low
25,86.1,Moderate
31,77.3,Moderate
14,65.8,Low
27,63.5,Low
29,71,Low
29,90.3,Moderate
26,83.5,Low
34,70.8,Low
34,63.5,Low
33,64.4,Moderate
29,77,Moderate
26,67.1,Low
27,72.7,Low
26,69.1,Low
31,73.4,No Rain
23,92.1,Low
30,79.5,No Rain
26,77.4,Low
30,65.5,Low
12,65.9,Low
31,70.7,Moderate
15,64.6,Moderate
23,66.4,Low
28,78.2,Moderate
30,74.3,Low
29,83.7,Low
29,89.2,Moderate
33,90.7,Low
27,77.5,Low
34,86.2,Low
33,84.3,Low
34,76.7,Low
33,90.5,Low
24,82.6,Low
28,90.9,Low
30,80.8,Low
33,65.6,Moderate
25,62.9,Moderate
30,71.4,Low
27,74,No Rain
31,67,Low
29,72.5,No Rain
34,64.5,No Rain
34,79.2,No Rain
15,70.9,No Rain
26,64.6,Low
21,49.9,Low
19,44.2,Low
13,43.1,No Rain
20,44.1,Low
24,41.6,No Rain
24,53.4,No Rain
30,70.5,Low
20,68.8,Moderate
32,63.4,Moderate
12,61.3,Moderate
14,63.9,High
26,63.8,Low
26,91.7,Low
25,82.2,Moderate
28,88.6,Moderate
34,94.8,Moderate
33,86,Low
25,77.2,Low
32,80.5,Moderate
24,92.3,Moderate
32,84.7,Moderate
30,73.4,Low
29,76.4,Low
23,85.8,Low
34,89.8,Low
32,95.2,Low
29,76.6,Low
28,59,No Rain
25,68.2,No Rain
31,69.4,No Rain
34,86.2,Low
23,78.3,Low
15,69.1,Low
15,65.6,No Rain
20,68.4,Low
23,73.1,Low
32,64.1,No Rain
30,68.8,No Rain
15,68.9,Low
25,72.1,No Rain
27,86.5,No Rain
21,72.7,Low
17,73.4,Moderate
27,65.1,Low
16,65.9,No Rain
18,60,Low
27,65.8,Low
24,65.6,No Rain
33,75.1,Low
20,74.5,Low
31,81,Low
28,85.1,Low
18,82.1,Low
27,72,Low
30,83.4,Low
33,83.6,Low
24,77.4,Low
28,92.5,Low
27,91.5,Low
24,98.3,Low
34,89.6,Low
29,69.2,Low
34,69.4,Low
29,80.2,Low
24,81.3,Low
28,72,No Rain
32,76.2,No Rain
25,68.2,No Rain
25,80.8,No Rain
31,72.4,No Rain
17,61.6,Low
16,49.2,Low
18,41.9,Moderate
20,39,No Rain
14,47.6,No Rain
34,44.4,No Rain
24,49.8,No Rain
26,75.5,Moderate
18,77.4,Moderate
13,60.8,Low
12,50.9,Moderate
15,51.3,Moderate
25,51.1,Low
33,99.9,Low
33,97.2,Moderate
34,99.2,Moderate
29,96.7,Moderate
33,97,Low
27,88.4,Low
25,92.6,Moderate
29,94.7,Moderate
23,98.2,Low
27,87.1,Low
27,92.5,Low
29,98.7,Low
24,99.9,Low
29,99.1,Low
31,81.6,Low
27,64.5,Low
25,70.7,No Rain
33,90,Low
28,93.4,No Rain
27,93.8,No Rain
29,83.4,Low
17,76.4,Moderate
33,83.4,Moderate
14,91.2,Low
18,70.9,No Rain
23,81.3,Low
31,92.8,Moderate
26,92.5,No Rain
29,99.3,Low
15,92.4,No Rain
24,92.6,Moderate
28,84.4,Low
12,77.9,Moderate
27,70.1,Low
13,69.9,Low
23,79.1,Low
25,90.4,Low
30,85.7,Low
26,93.8,Low
25,92.6,Low
24,93,Moderate
33,83.8,Low
26,92,Low
27,92.9,Low
27,93.6,Low
23,77.7,Low
27,69.8,Low
27,81.7,Low
23,70.3,Low
29,58.9,Low
32,56.3,Low
30,62.4,Low
29,63.4,Low
24,60.4,No Rain
26,61.4,No Rain
29,62.9,No Rain
28,61.4,No Rain
25,60.9,No Rain
19,57.8,No Rain
15,50.4,Low
16,47.5,Moderate
14,46.4,Low
18,46.2,No Rain
16,43.8,No Rain
34,51,No Rain
28,67.5,Moderate
24,60.4,Moderate
16,53.7,Moderate
17,55.7,Moderate
20,56.8,Moderate
30,56.8,Low
24,86.8,Low
29,76.7,Moderate
25,82.9,Moderate
29,87.9,Low
25,77.2,Low
28,66.5,Low
33,71.7,Moderate
25,87.3,Moderate
24,79.6,Low
27,68.9,No Rain
33,72.8,Low
28,80,Low
33,83.4,Low
26,79.6,Moderate
16,63.9,Moderate
32,59.9,Low
23,63.9,No Rain
29,70.3,No Rain
34,83.4,Low
33,75.2,No Rain
24,63.9,No Rain
14,60.9,Low
20,67.5,Moderate
34,83.6,Low
15,62.4,No Rain
14,70.3,Low
33,74.5,Low
30,79.3,No Rain
23,93,No Rain
14,71.2,No Rain
34,71.3,Moderate
28,63.4,Low
17,62.4,No Rain
13,60.4,No Rain
16,64.9,Moderate
33,66.5,No Rain
32,76.4,Low
13,72.1,Low
21,79.6,Low
30,82,Low
18,80.2,Low
30,67.5,Low
32,81,Low
34,80,Low
33,74.5,Low
30,93.6,Moderate
32,73.5,Low
33,85.1,Low
30,78.5,Low
30,69.7,Low
31,64.9,Low
26,71.3,Low
28,73.1,Low
26,63.5,No Rain
24,70.5,Low
28,69.7,Low
33,81,Low
26,68.2,No Rain
17,59.8,No Rain
28,55.8,Low
25,47.4,Moderate
27,47.1,No Rain
13,46,No Rain
19,42.6,No Rain
24,49.1,No Rain
28,67.1,Moderate
19,61.6,Moderate
21,58.5,Low
18,58.7,Moderate
15,59.6,Moderate
33,61.4,Low
23,89.8,Low
30,95.8,Moderate
33,88.9,Moderate
29,91.8,Moderate
28,84.5,Low
28,90.3,Low
26,79.6,Moderate
34,92,Low
28,85.6,Low
25,71.7,No Rain
34,77.8,Low
29,86.1,No Rain
31,89.9,No Rain
29,86.7,Low
18,69.5,Moderate
32,65.1,No Rain
16,66.9,No Rain
20,73.2,No Rain
30,86,Moderate
24,80.6,Low
21,77.1,Low
15,74.5,Low
19,85.9,Moderate
24,83.9,Low
32,72.2,Low
24,86.7,Low
26,88.4,Low
30,84.7,No Rain
28,94.3,No Rain
23,93,No Rain
29,93.8,Moderate
24,74.4,Low
13,74.6,No Rain
15,76,Low
18,81.4,Low
23,81.2,No Rain
25,82.8,Low
13,88.9,Low
28,86.7,Low
25,89.8,Low
13,94.9,Low
30,88.8,Low
26,86.5,Low
33,85.4,Low
29,93.8,Low
23,75.3,Low
25,69.2,Low
30,82.9,Low
26,73.6,Moderate
26,62.6,Low
32,63.7,Low
29,63,Low
30,69.3,No Rain
34,64.5,No Rain
28,66.7,No Rain
28,67.7,No Rain
24,66.9,No Rain
13,64.2,No Rain
13,61.1,Low
12,55.2,Low
16,46.3,Moderate
16,45,No Rain
18,42.7,Low
32,43.3,No Rain
34,52.8,No Rain
31,62.1,Low
18,64.4,Low
32,56.2,Low
19,58.2,Moderate
13,57.9,Moderate
31,62.1,Low
29,85.4,Low
24,76.9,Moderate
29,87.4,Moderate
33,92.3,Low
32,83.2,Moderate
33,72.7,No Rain
29,76.4,Moderate
34,89.8,Low
25,84.1,Moderate
33,72.7,Low
15,70.8,Low
28,84.2,Low
28,90,Low
29,81.8,Low
26,71.9,Moderate
27,64.3,No Rain
25,60.6,No Rain
33,69.7,Low
25,84.7,Low
26,80.9,Low
15,64.2,No Rain
16,63.1,Low
34,66.5,Moderate
34,79.6,Low
28,62.9,Low
16,67.7,Low
25,67.9,Low
32,70.7,No Rain
29,88.2,No Rain
25,75.7,Moderate
34,77.2,Low
32,64.6,Moderate
16,63.5,No Rain
20,68.5,No Rain
33,65.9,Moderate
28,67.9,Low
26,76.3,Low
15,72.3,Low
21,83.4,Low
33,89,Low
25,83.6,Low
23,72,Moderate
25,84.6,Low
29,82.8,Low
33,82.5,Low
23,73,Low
31,65.8,Moderate
29,81.9,Low
27,77.8,Moderate
24,66.4,Moderate
34,66.8,No Rain
34,67.7,Low
29,67.6,No Rain
24,70,Low
29,73,No Rain
16,67.4,No Rain
31,71.6,No Rain
15,65.6,No Rain
31,62.5,No Rain
12,60.1,Low
20,53.6,Moderate
12,47.2,No Rain
19,45.4,No Rain
20,46.7,No Rain
33,56.1,No Rain
33,63,Low
18,61.2,Low
17,59,Low
12,59.4,Moderate
14,60.2,High
28,59.3,Low
24,84.1,No Rain
25,76.1,Moderate
28,80.6,Moderate
27,88.1,Moderate
24,83.7,Low
12,76.4,No Rain
24,78.2,Moderate
34,89.8,Moderate
24,84.4,Low
29,73.5,Low
20,73.8,No Rain
27,83.4,No Rain
29,89.1,Low
33,84.4,Low
33,78,Low
17,66.2,No Rain
13,64.8,No Rain
34,70,No Rain
28,90.8,Low
23,80.3,No Rain
20,67.5,No Rain
19,64,No Rain
19,75,Moderate
31,80.2,Low
19,64.9,Low
16,74,Low
18,70.8,Low
23,74.5,No Rain
30,90.3,No Rain
25,84.3,Low
29,84.3,Moderate
27,72.3,Low
20,67.3,No Rain
21,69.8,Low
24,67.2,Moderate
25,77.5,No Rain
27,76.9,Low
19,78.3,Low
34,83.7,Low
28,85.5,Low
20,84.2,No Rain
23,73.8,Low
26,83.1,Low
27,80.6,Low
33,81.4,Moderate
17,73.5,Moderate
24,67.9,Moderate
31,81.2,Low
24,69.1,Moderate
28,61.4,Low
23,66.1,Low
30,68.5,Low
27,61.4,No Rain
24,65.4,No Rain
24,61.8,Low
29,61.6,No Rain
33,66,No Rain
16,62.4,No Rain
17,54.8,No Rain
26,50.1,No Rain
17,40.4,Low
13,41.5,No Rain
18,43.6,No Rain
16,42.8,No Rain
16,52.1,No Rain
34,62.7,Low
21,60.6,Moderate
15,55.9,Low
14,50.7,Moderate
19,53.3,High
27,56.1,Low
24,78.2,No Rain
28,75.5,Moderate
34,80.8,Moderate
34,90.4,Moderate
27,82.1,Moderate
12,77,No Rain
24,77.8,Moderate
30,92.3,Moderate
32,80.4,Moderate
30,74.8,Low
15,73.7,No Rain
33,86.3,No Rain
31,88.8,Low
29,79.3,Low
24,72.6,Moderate
17,63.6,No Rain
16,61.9,No Rain
33,67.6,No Rain
26,90.3,Moderate
23,80.9,No Rain
16,66.8,Low
20,63.9,No Rain
15,61.3,Moderate
23,80.9,Low
14,65,Low
27,66.7,Low
14,69.1,Low
27,73.1,No Rain
29,90.1,Low
30,75.9,No Rain
23,79,Moderate
29,69.8,Low
12,64.4,Low
26,66.9,Low
13,61.8,Moderate
33,70.3,No Rain
24,74.8,Low
24,73.4,Low
30,82.7,No Rain
24,91.1,No Rain
13,84.3,Low
33,73.5,Low
25,87.4,Low
21,83.5,Low
16,82.6,Low
33,71.5,Low
27,68.2,Moderate
26,80.1,Low
34,68.9,Moderate
